person_id_random,gender,fb_friend_count,current_home_years,living_situation,current_job_years,education,outstanding_loan,use_mobile_wallet_how_often,relationship_status,Age,job_status,annual_wages
2381042959,0,271.0,5.0,0,5.0,0,1,1,0,32.0,1,284415.299555
4421733789,1,1761.0,2.0,0,2.0,0,0,2,0,22.0,1,440000.0
4943128258,0,965.0,1.0,0,1.0,0,0,1,0,22.0,1,27500.0
4088430688,0,145.0,3.0,0,0.0,0,0,2,0,22.0,0,600000.0
8806418646,0,564.0,1.0,1,1.0,0,0,0,0,18.0,1,88000.0
9725100582,0,120.0,5.0,1,6.0,0,0,1,0,18.0,1,495000.0
7801042321,0,296.0,0.0,1,6.0,0,0,2,0,38.0,1,550000.0
6297081953,0,1269.0,3.0,0,2.0,0,1,1,0,21.0,1,198000.0
2063379792,0,478.0,0.0,0,0.0,0,0,0,0,21.0,0,88000.0
6133370972,1,2111.0,3.0,0,2.0,0,0,1,0,25.0,1,253000.0
8763192932,0,1088.0,3.0,0,1.0,0,0,1,0,20.0,1,240000.0
2662659101,0,507.0,2.0,0,0.0,0,1,1,0,20.0,0,168000.0
1537018341,0,2960.0,2.0,0,0.0,0,1,1,0,23.0,0,132000.0
1957977001,0,625.0,3.0,0,2.0,0,0,1,0,19.0,1,240000.0
8719891162,0,250.0,2.0,1,3.0,0,0,1,0,22.0,1,216000.0
3577835738,1,400.0,2.0,0,4.0,0,0,1,0,31.5720207254,1,220000.0
8425972319,0,4800.0,0.0,0,1.0,0,0,2,0,23.0,1,240000.0
4002742728,1,1866.0,0.0,1,2.0,0,1,0,0,27.0,1,165000.0
5825472282,0,345.0,4.0,0,2.0,0,0,1,0,28.0,1,120000.0
9504846186,0,405.0,2.0,0,3.0,0,0,1,0,26.0,1,165000.0
3225694348,0,145.0,3.0,1,3.0,0,0,2,0,27.0,1,240000.0
1177471131,0,186.0,3.0,0,3.0,0,0,2,0,20.0,1,132000.0
8406400743,0,813.0,0.0,0,1.0,0,0,2,0,24.0,1,480000.0
7234829584,0,304.0,3.0,0,4.0,0,0,1,0,24.0,1,144000.0
7284641061,0,705.0,1.0,0,1.0,0,0,2,0,19.0,1,192000.0
6897561002,0,416.0,2.0,0,4.0,0,0,1,0,17.0,1,120000.0
1090396622,0,832.0,4.0,0,0.0,0,1,0,0,31.5720207254,0,55000.0
1516706338,1,855.0,4.0,0,2.0,0,0,1,0,25.0,1,288000.0
2830334836,0,2682.0,3.0,1,4.0,0,1,1,0,42.0,1,720000.0
1316512614,0,790.0,1.0,0,2.0,0,0,1,0,19.0,1,36000.0
9046729670,0,275.0,1.0,0,2.0,0,0,1,0,21.0,1,57600.0
9193097824,0,327.0,2.0,0,3.0,0,0,1,0,18.0,1,330000.0
9513977406,0,217.0,5.0,0,6.0,0,1,1,0,28.0,1,426756.0
8296490133,0,352.0,4.0,0,4.0,0,0,1,0,20.0,1,176000.0
3624329372,0,436.0,2.0,0,3.0,0,0,1,0,21.0,1,216000.0
7537202594,0,292.0,0.0,0,4.0,0,0,1,0,30.0,1,330000.0
3565083094,0,624.0,2.0,1,3.0,0,0,1,0,77.0,1,358600.0
3294533408,0,418.0,1.0,0,4.0,0,1,2,0,30.0,1,264000.0
1983538252,1,2774.0,5.0,0,6.0,0,1,2,0,36.0,1,360000.0
6130454619,1,353.0,1.0,0,0.0,0,1,2,0,28.0,0,220000.0
8948452846,1,736.0,2.0,0,0.0,0,1,1,0,22.0,0,110000.0
5534019509,0,422.0,5.0,0,6.0,0,0,1,0,41.0,1,440000.0
8470817553,1,796.0,0.0,0,3.0,0,0,1,0,25.0,1,154000.0
5638293141,0,100.0,2.0,0,4.0,0,0,1,0,26.0,1,156000.0
3219677874,0,27.0,3.0,0,4.0,0,0,1,0,19.0,1,156000.0
3584380224,1,465.0,0.0,0,2.0,0,0,1,0,23.0,1,720000.0
6845264174,0,71.0,3.0,0,5.0,0,0,1,0,20.0,1,144000.0
4146622581,0,867.0,0.0,0,0.0,0,0,1,0,21.0,0,66000.0
6461406501,0,1048.0,1.0,0,2.0,0,1,2,0,24.0,1,156000.0
7585759305,1,423.0,5.0,0,3.0,0,1,1,0,21.0,1,165000.0
9553513134,0,291.0,1.0,0,3.0,0,0,1,0,22.0,1,441600.0
1782793085,1,1631.0,3.0,0,5.0,0,1,2,0,27.0,1,88000.0
2515000128,1,270.0,3.0,1,2.0,0,1,1,0,28.0,1,187000.0
7152353641,0,239.0,5.0,0,6.0,0,1,2,0,34.0,1,284415.299555
5095473176,0,779.0,5.0,0,6.0,2,1,2,1,35.0,1,284415.299555
6620932848,0,321.0,2.0,0,2.0,0,0,1,0,19.0,1,209000.0
1775406254,1,179.0,5.0,0,3.0,0,0,1,0,22.0,1,96000.0
5359782636,1,423.0,1.0,0,0.0,2,0,0,0,22.0,0,66000.0
2151054057,0,1370.0,0.0,0,2.0,0,0,1,0,26.0,1,110000.0
5777469792,1,907.0,2.0,1,3.0,0,0,1,0,27.0,1,120000.0
3110924673,0,254.0,3.0,1,6.0,0,0,1,0,33.0,1,385000.0
7664147584,0,162.0,2.0,0,5.0,0,0,1,0,30.0,1,165000.0
6268509017,0,184.0,2.0,0,4.0,0,1,1,0,22.0,1,242000.0
8141294915,1,4279.0,0.0,0,1.0,0,0,1,0,21.0,1,275000.0
2278919539,1,2336.0,1.0,0,1.0,0,1,2,0,24.0,1,253000.0
1672596057,0,1442.0,3.0,0,4.0,0,1,1,0,25.0,1,96000.0
3939663286,1,1842.0,3.0,0,2.0,0,1,1,0,26.0,1,396000.0
3435646267,0,110.0,5.0,0,3.0,0,0,0,0,19.0,1,33000.0
4167056538,0,960.0,4.0,1,3.0,0,1,2,0,31.5720207254,1,385000.0
8165102081,1,501.0,2.0,0,3.0,0,0,2,0,20.0,1,72000.0
9854161442,0,781.0,1.0,0,0.0,0,0,1,0,31.5720207254,0,24000.0
2552675755,1,143.0,5.0,0,3.0,0,1,1,0,32.0,1,165000.0
5826558835,1,306.0,0.0,1,6.0,0,1,1,0,24.0,1,110000.0
8082067022,0,1118.0,5.0,1,2.0,0,0,2,0,22.0,1,330000.0
8092607634,0,1841.0,3.0,0,3.0,0,1,1,0,26.0,1,120000.0
1280507511,0,328.0,3.0,0,3.0,0,0,1,0,28.0,1,216000.0
7378814827,1,323.0,0.0,0,0.0,0,1,2,0,33.0,0,144000.0
5309412184,0,4879.0,5.0,1,6.0,0,0,1,0,30.0,1,284415.299555
1459514671,0,591.0,0.0,0,0.0,0,1,1,0,22.0,0,55000.0
5085179989,0,288.0,5.0,0,6.0,0,1,1,0,29.0,1,432000.0
8845067238,0,160.0,1.0,1,3.0,0,1,1,0,28.0,1,220000.0
8392403933,0,647.0,3.0,0,4.0,0,0,1,0,27.0,1,93500.0
8839970497,0,163.0,2.0,0,5.0,0,1,1,0,32.0,1,144000.0
5916800459,1,332.0,3.0,0,3.0,0,0,1,0,29.0,1,72000.0
5255086303,0,27.0,2.0,0,3.0,0,1,2,0,30.0,1,240000.0
2693128770,0,362.0,2.0,0,1.0,0,0,1,0,25.0,1,237600.0
8041467929,0,980.0,2.0,0,0.0,0,1,1,0,22.0,0,48000.0
7549961913,0,1429.0,0.0,0,1.0,0,0,1,0,71.0,1,192000.0
7093035860,1,35.0,5.0,0,6.0,0,0,2,0,40.0,1,192000.0
6456476162,1,437.0,2.0,0,4.0,0,0,1,0,25.0,1,770000.0
7318322753,0,719.0,5.0,0,5.0,1,1,1,2,31.5720207254,1,132000.0
1654887836,1,441.0,2.0,0,6.0,0,1,1,0,29.0,1,480000.0
8540590529,0,76.0,5.0,0,0.0,0,0,2,0,22.0,0,48000.0
5120292396,0,209.0,0.0,0,0.0,0,0,1,0,19.0,0,22000.0
5647000446,0,571.0,2.0,0,5.0,0,1,1,0,30.0,1,192000.0
6525704875,1,198.0,0.0,0,3.0,0,0,0,0,34.0,1,165000.0
7958178899,0,55.0,1.0,0,2.0,0,0,1,0,22.0,1,288000.0
1868497628,0,405.0,3.0,1,0.0,0,0,1,0,31.5720207254,0,72000.0
2612671805,0,1240.0,1.0,0,0.0,0,1,2,0,20.0,0,27500.0
9047422306,0,423.0,0.0,0,0.0,0,0,1,0,23.0,0,25300.0
8751507835,0,579.0,1.0,0,1.0,0,0,2,0,29.0,1,240000.0
8210123264,0,189.0,4.0,0,6.0,1,0,1,1,23.0,1,120000.0
5248964653,0,2390.0,3.0,0,2.0,0,0,2,0,21.0,1,132000.0
5810007060,0,284.0,2.0,0,3.0,0,0,2,0,19.0,1,180000.0
1832279919,1,544.0,4.0,0,5.0,0,0,1,0,28.0,1,284415.299555
5476885599,0,3125.0,2.0,0,0.0,0,0,2,0,19.0,0,96000.0
2876398156,0,855.0,1.0,0,2.0,0,1,1,0,24.0,1,220800.0
4198273826,0,49.0,4.0,1,3.0,0,0,2,0,31.5720207254,1,154000.0
1180207250,0,1512.0,2.0,0,5.0,0,0,1,0,22.0,1,600000.0
9477378963,0,980.0,5.0,0,0.0,0,0,1,0,20.0,0,48000.0
5809370917,1,1746.0,2.0,0,2.0,2,0,1,2,21.0,1,286000.0
3480756825,0,1824.0,3.0,0,4.0,0,0,1,0,31.5720207254,1,165000.0
7555552124,0,537.0,3.0,0,1.0,0,1,1,0,26.0,1,176000.0
9611014004,0,63.0,5.0,1,6.0,0,0,2,0,31.5720207254,1,240000.0
9200350130,0,2363.0,2.0,0,4.0,0,0,1,0,31.5720207254,1,384000.0
9516909367,0,1676.0,1.0,0,0.0,0,1,1,0,31.5720207254,0,264000.0
2609792976,1,782.0,3.0,0,3.0,0,1,0,0,23.0,1,268800.0
9377789718,0,302.0,0.0,1,0.0,0,0,1,0,31.5720207254,0,168000.0
9821765598,0,2143.0,2.0,0,2.0,0,0,2,0,27.0,1,192500.0
9229511691,0,292.0,3.0,0,1.0,0,0,1,0,31.5720207254,1,168000.0
4396948561,0,511.0,3.0,0,2.0,0,0,1,0,31.5720207254,1,288000.0
7419788148,0,1000.0,2.0,0,3.0,0,0,2,0,31.5720207254,1,275000.0
6149299222,1,225.0,3.0,0,0.0,0,0,1,0,31.5720207254,0,110000.0
3753586759,0,469.0,5.0,1,3.0,0,0,2,0,31.5720207254,1,216000.0
3278293306,0,140.0,5.0,1,2.0,0,0,0,0,31.5720207254,1,198000.0
7258285849,0,413.0,1.0,1,5.0,0,0,1,0,24.0,1,168000.0
6754950264,1,70.0,0.0,0,3.0,0,1,1,0,33.0,1,288000.0
5815782196,0,658.0,0.0,0,0.0,0,0,0,0,31.5720207254,0,110000.0
5468470748,1,302.0,1.0,0,2.0,0,0,2,0,25.0,1,360000.0
3174864023,0,521.0,3.0,0,3.0,0,0,1,0,23.0,1,360000.0
7930805770,0,866.0,4.0,1,3.0,0,0,2,0,20.0,1,105600.0
5517270647,0,944.0,3.0,0,3.0,0,0,2,0,20.0,1,192000.0
5833760454,1,160.0,5.0,0,6.0,2,1,2,1,30.0,1,48000.0
5781022158,0,545.0,3.0,1,3.0,0,0,2,0,21.0,1,144000.0
9896789006,0,969.0,2.0,0,3.0,0,0,1,0,21.0,1,216000.0
3401108129,0,786.687690743,3.24217961655,0,0.0,0,0,0,0,23.0,0,284415.299555
1084690398,0,235.0,4.0,0,0.0,0,1,2,0,24.0,0,99000.0
7386434289,1,279.0,3.0,0,3.0,0,0,1,0,21.0,1,57600.0
2990883566,1,445.0,4.0,0,6.0,0,0,1,0,29.0,1,660000.0
3523225738,0,510.0,2.0,0,0.0,0,1,2,0,22.0,0,132000.0
3744930975,1,137.0,2.0,0,4.0,0,1,2,0,27.0,1,96000.0
9789281998,1,4994.0,1.0,0,2.0,0,0,1,0,23.0,1,275000.0
6887884618,0,29.0,5.0,1,4.0,0,0,2,0,29.0,1,192000.0
2327560619,1,1248.0,5.0,1,6.0,0,1,1,0,25.0,1,108000.0
8394030931,1,226.0,5.0,0,6.0,0,1,1,0,33.0,1,220000.0
6687103750,1,829.0,3.0,0,4.0,0,1,1,0,29.0,1,330000.0
6768006410,0,257.0,4.0,0,6.0,0,0,1,0,34.0,1,330000.0
3555490492,0,1228.0,5.0,0,0.0,0,1,1,0,24.0,0,120000.0
6033880411,0,913.0,3.0,0,4.0,0,1,2,0,29.0,1,600000.0
8278230987,0,374.0,5.0,0,6.0,0,0,1,0,25.0,1,840000.0
2876643470,0,370.0,5.0,1,2.0,0,0,1,0,36.0,1,284415.299555
9881053673,0,132.0,1.0,0,6.0,0,1,1,0,75.0,1,19800.0
5903857819,0,384.0,5.0,0,1.0,0,0,1,0,30.0,1,242000.0
2046310222,0,943.0,0.0,0,0.0,0,0,2,0,28.0,0,120000.0
6108121189,0,1704.0,1.0,0,2.0,2,0,2,2,26.0,1,352000.0
5126578428,1,291.0,5.0,0,6.0,0,1,1,0,26.0,1,275000.0
2795350446,0,4993.0,3.0,1,0.0,0,1,2,0,28.0,0,720000.0
7573861449,1,489.0,2.0,0,2.0,0,0,1,0,28.0,1,120000.0
8291626998,0,390.0,0.0,0,3.0,0,1,0,0,26.0,1,275000.0
6774434683,0,429.0,5.0,0,4.0,0,1,1,0,28.0,1,84000.0
1704712487,0,600.0,2.0,0,6.0,0,1,1,0,31.0,1,44000.0
7839108662,0,630.0,5.0,0,5.0,0,0,2,0,31.0,1,330000.0
3307407390,0,2017.0,4.0,0,6.0,0,0,0,0,32.0,1,495000.0
9308939887,1,230.0,2.0,0,4.0,0,0,1,0,26.0,1,165000.0
5923715507,0,4602.0,5.0,0,0.0,1,0,2,0,33.0,0,240000.0
1289196041,0,235.0,5.0,0,0.0,0,1,2,0,26.0,0,120000.0
1023186466,0,155.0,5.0,0,6.0,0,1,1,0,53.0,1,184800.0
3686319819,1,292.0,4.0,0,4.0,2,0,2,0,57.0,1,363000.0
1272813046,1,2324.0,1.0,0,4.0,0,0,1,0,27.0,1,77000.0
4097229256,0,235.0,3.0,0,1.0,0,0,0,0,35.0,1,616000.0
5331332312,0,773.0,3.24217961655,0,0.0,0,0,0,0,27.0,0,284415.299555
5783698569,0,567.0,5.0,0,6.0,2,0,1,0,39.0,1,284415.299555
5747178338,0,1826.0,0.0,0,0.0,1,0,1,0,21.0,0,96000.0
9804175165,0,392.0,4.0,0,6.0,2,1,2,0,33.0,1,583000.0
7691808756,0,3554.0,1.0,0,1.0,2,0,1,0,21.0,1,110000.0
8485736177,1,430.0,2.0,0,6.0,2,0,1,0,34.0,1,550000.0
5345006498,0,840.0,5.0,0,6.0,2,0,1,0,52.0,1,660000.0
8315543219,0,500.0,5.0,0,6.0,2,0,1,0,48.0,1,440000.0
3413480258,0,1110.0,5.0,0,6.0,1,0,2,0,31.0,1,374000.0
3640580591,0,234.0,2.0,1,2.0,2,0,1,0,29.0,1,165000.0
1212953829,1,7.0,5.0,0,6.0,2,0,0,0,49.0,1,360000.0
2048939339,0,841.0,5.0,0,6.0,2,0,2,0,29.0,1,330000.0
3149006688,0,738.0,4.0,0,6.0,2,1,2,0,31.0,1,88000.0
6690203041,0,1307.0,1.0,0,2.0,1,0,1,0,20.0,1,216000.0
3394363896,0,702.0,5.0,1,5.0,2,0,1,0,34.0,1,168000.0
9955035119,1,587.0,0.0,0,1.0,2,0,1,0,29.0,1,495000.0
3679328472,0,2232.0,3.0,0,3.0,2,1,1,0,22.0,1,284415.299555
7269987518,1,245.0,3.0,0,6.0,2,0,1,0,33.0,1,605000.0
9149555649,0,278.0,3.0,0,5.0,1,1,2,0,28.0,1,275000.0
4652588050,1,1180.0,4.0,0,6.0,0,1,1,0,31.0,1,330000.0
9448433849,0,41.0,5.0,1,3.0,2,1,2,0,31.0,1,225500.0
3252413480,0,2691.0,5.0,0,5.0,2,1,1,0,34.0,1,220000.0
4020568831,0,49.0,3.0,0,6.0,0,1,1,0,26.0,1,66000.0
9578209515,0,5000.0,5.0,1,6.0,1,1,2,0,35.0,1,616000.0
3075741637,0,388.0,4.0,0,5.0,2,1,2,0,27.0,1,284415.299555
1766763696,0,251.0,3.0,0,3.0,2,1,1,0,29.0,1,440000.0
8357321273,0,93.0,5.0,0,6.0,2,0,1,0,41.0,1,275000.0
6060950564,0,448.0,5.0,0,4.0,2,1,2,0,39.0,1,284415.299555
1716829174,0,1251.0,1.0,0,0.0,1,1,2,0,23.0,0,48000.0
8171435807,1,297.0,3.0,0,3.0,2,0,1,0,27.0,1,220000.0
5064137410,1,118.0,1.0,0,4.0,2,1,2,0,32.0,1,115500.0
3583731581,0,708.0,5.0,0,6.0,2,0,2,0,36.0,1,330000.0
3525069691,1,154.0,1.0,0,3.0,2,0,1,0,28.0,1,440000.0
1537358892,0,232.0,5.0,0,5.0,2,1,2,1,39.0,1,385000.0
3201754709,0,178.0,2.0,0,6.0,1,1,2,0,29.0,1,120000.0
5935455253,0,1008.0,5.0,0,6.0,2,0,1,0,31.0,1,682000.0
7430130268,0,765.0,1.0,0,3.0,2,0,2,0,29.0,1,330000.0
5048210603,0,304.0,5.0,0,6.0,1,0,1,0,43.0,1,203500.0
1635947875,0,980.0,5.0,1,5.0,2,1,1,0,24.0,1,120000.0
5410424023,1,2192.0,1.0,0,0.0,2,0,2,0,27.0,0,220000.0
3933368676,1,158.0,3.0,0,3.0,1,0,2,0,30.0,1,96000.0
4493372220,0,267.0,3.0,1,6.0,2,0,1,0,42.0,1,374000.0
5406406018,1,302.0,3.0,0,1.0,2,0,2,0,21.0,1,93500.0
8476099889,0,4998.0,4.0,0,6.0,2,0,1,0,44.0,1,330000.0
1010631054,1,498.0,5.0,0,0.0,2,0,1,0,27.0,0,284415.299555
1557058434,0,1556.0,3.0,0,5.0,1,0,2,0,26.0,1,240000.0
9677770426,0,1289.0,0.0,0,0.0,2,0,0,0,27.0,0,284415.299555
7346661357,0,1961.0,5.0,0,6.0,2,0,2,0,25.0,1,462000.0
5433168922,0,1025.0,5.0,0,6.0,2,0,2,0,46.0,1,506000.0
3603689368,0,461.0,5.0,0,6.0,1,0,1,0,31.0,1,360000.0
4792942529,0,901.0,5.0,0,2.0,2,0,1,0,29.0,1,242000.0
2724136679,1,298.0,3.0,0,6.0,2,0,2,0,29.0,1,96000.0
9019460943,0,2824.0,0.0,0,2.0,2,1,1,0,27.0,1,385000.0
8450552497,1,112.0,1.0,0,3.0,2,0,0,0,31.0,1,132000.0
2974671365,0,354.0,5.0,1,6.0,1,0,1,0,28.0,1,374000.0
7650974066,1,308.0,1.0,0,2.0,2,0,1,0,29.0,1,220000.0
1987351715,0,34.0,5.0,0,6.0,0,0,2,0,36.0,1,88000.0
6718085882,0,825.0,3.0,0,4.0,2,0,1,2,29.0,1,660000.0
7062861325,0,334.0,2.0,0,0.0,1,0,1,2,25.0,0,110000.0
5241853297,1,297.0,5.0,0,4.0,2,0,1,2,33.0,1,120000.0
6834166012,0,1096.0,5.0,0,6.0,2,0,2,1,35.0,1,297000.0
7359680125,0,135.0,5.0,0,4.0,2,1,2,1,32.0,1,715000.0
1047997155,0,616.0,0.0,0,0.0,2,0,2,0,23.0,0,55200.0
5955541479,0,3582.0,5.0,0,6.0,2,0,2,1,33.0,1,220000.0
3290581266,0,360.0,1.0,1,6.0,2,0,2,1,29.0,1,284415.299555
1011938779,1,1.0,2.0,0,2.0,2,1,1,0,22.0,1,240000.0
1584290807,0,387.0,3.0,0,2.0,2,0,1,0,26.0,1,165000.0
5988618720,0,285.0,5.0,0,0.0,2,1,2,1,43.0,0,480000.0
8389868976,0,920.0,4.0,0,3.0,2,0,0,1,36.0,1,407000.0
7867185883,0,73.0,5.0,0,0.0,1,1,1,1,36.0,0,240000.0
8230219163,1,63.0,2.0,0,3.0,1,1,1,1,33.0,1,96000.0
5896978842,0,298.0,5.0,0,2.0,2,1,1,1,41.0,1,120000.0
4498792920,1,619.0,0.0,0,0.0,2,0,1,3,43.0,0,284415.299555
4949206686,0,39.0,2.0,0,0.0,1,0,2,3,42.0,0,240000.0
4509848841,0,1929.0,3.0,0,5.0,2,0,2,0,27.0,1,110000.0
7493785209,0,1184.0,5.0,0,3.0,2,0,2,0,23.0,1,110000.0
