person_id_random,hasDualSim,hasWlan,hasBluetooth,android_version
1180207250,0.0,0,0,2
9477378963,0.0,0,0,2
5809370917,0.0,1,1,4
3480756825,1.0,0,0,4
7555552124,0.0,0,1,4
9611014004,0.0,1,1,4
9200350130,0.0,0,0,2
9516909367,0.0,1,0,4
2609792976,0.0,0,1,4
9377789718,0.0,0,0,4
9821765598,0.0,1,0,2
9229511691,0.0,1,1,4
4396948561,0.0,1,1,4
7419788148,0.0,0,0,2
6149299222,0.0,0,0,2
3753586759,0.0,1,1,4
3278293306,0.0,0,0,2
7258285849,0.0,1,1,4
6754950264,0.0,1,0,2
5815782196,1.0,0,0,4
5468470748,0.0,1,1,4
3174864023,0.0,1,1,4
7930805770,0.0,1,1,4
5517270647,1.0,1,0,2
5833760454,0.0,1,1,4
5781022158,0.0,1,1,4
9896789006,0.0,1,0,2
3401108129,0.0,0,1,4
1084690398,0.0,0,1,4
7386434289,0.0,1,1,2
2990883566,0.0,1,1,4
3523225738,0.0,1,1,4
3744930975,0.0,1,1,4
9789281998,0.0,1,1,4
6887884618,1.0,1,0,4
2327560619,1.0,0,1,4
8394030931,0.0,1,0,4
6687103750,1.0,1,1,4
6768006410,0.0,1,1,4
3555490492,0.0,1,1,4
6033880411,0.0,1,1,4
8278230987,0.0,1,1,4
2876643470,0.0,1,1,4
9881053673,1.0,1,1,4
5903857819,1.0,1,1,4
2046310222,0.0,1,1,4
6108121189,0.0,1,1,4
5126578428,0.0,1,1,4
2795350446,0.0,1,1,4
7573861449,0.0,1,1,4
8291626998,1.0,1,1,4
6774434683,0.0,0,1,4
1704712487,1.0,0,1,4
7839108662,0.0,1,1,4
3307407390,0.0,1,1,4
9308939887,0.0,1,1,4
5923715507,0.0,1,1,4
1289196041,0.0,1,1,4
1023186466,0.0,1,0,4
3686319819,0.0,1,1,4
1272813046,0.0,1,1,4
4097229256,0.0,1,1,4
5331332312,0.0,0,0,2
5783698569,0.0,1,1,4
5747178338,0.0,1,1,4
9804175165,0.0,1,1,5
7691808756,0.0,0,1,4
8485736177,0.0,1,1,4
5345006498,0.0,0,0,2
8315543219,1.0,0,1,4
3413480258,0.0,1,1,4
3640580591,0.0,1,1,4
1212953829,0.0,1,0,2
2048939339,0.0,1,1,4
3149006688,0.0,1,1,4
6690203041,0.0,1,0,2
3394363896,0.0,1,1,4
9955035119,0.0,1,1,4
3679328472,1.0,0,1,4
7269987518,0.0,1,1,4
9149555649,1.0,0,1,4
4652588050,0.0,1,1,4
9448433849,0.0,1,1,4
3252413480,0.0,1,1,4
4020568831,0.0,1,1,4
9578209515,0.0,1,1,4
3075741637,0.0,1,1,4
1766763696,1.0,1,1,4
8357321273,1.0,1,1,4
6060950564,0.0,1,1,4
1716829174,0.0,1,1,4
8171435807,0.0,1,1,4
5064137410,0.0,1,1,4
3583731581,0.0,1,1,4
3525069691,0.0,1,1,4
1537358892,0.0,1,1,4
3201754709,0.0,0,1,4
5935455253,0.0,1,0,2
7430130268,0.0,1,1,4
5048210603,0.0,1,1,4
1635947875,0.0,1,1,5
5410424023,0.0,1,1,4
3933368676,0.0,1,1,4
4493372220,0.0,0,1,4
5406406018,0.0,1,1,4
8476099889,0.0,1,1,4
1010631054,0.0,1,1,4
1557058434,0.0,1,1,4
9677770426,1.0,1,1,4
7346661357,0.0,1,1,4
5433168922,0.0,1,1,4
3603689368,0.0,0,1,4
4792942529,1.0,0,1,4
2724136679,1.0,0,1,4
9019460943,0.0,0,0,2
8450552497,1.0,1,0,4
2974671365,0.0,1,1,4
7650974066,0.0,1,1,4
1987351715,0.0,1,1,4
6718085882,0.0,1,1,4
7062861325,1.0,1,1,4
5241853297,0.0,1,0,2
6834166012,0.0,1,1,4
7359680125,0.0,1,1,4
1047997155,0.0,1,1,5
5955541479,0.0,1,1,4
3290581266,0.0,1,1,4
1011938779,0.0,0,0,2
1584290807,0.0,1,1,4
5988618720,0.0,1,1,4
8389868976,1.0,1,1,4
7867185883,1.0,0,1,4
8230219163,0.0,1,1,4
5896978842,0.0,1,1,4
4498792920,1.0,0,1,4
4949206686,1.0,1,0,2
4509848841,1.0,0,1,4
7493785209,0.0,1,1,4
9523062306,0.0,1,1,4
1532148947,0.0,1,0,2
3567588210,1.0,1,1,4
5254531566,0.0,1,1,4
5945488348,0.0,1,0,2
6917193248,0.0,1,1,4
6288962292,1.0,1,1,4
4050513050,1.0,0,1,4
3321063881,0.0,1,1,4
6491386882,1.0,0,1,4
4811992520,0.0,1,0,2
6964827365,1.0,1,1,4
6224726229,0.0,1,1,4
4191686819,0.0,1,1,4
4901712280,0.0,1,1,4
1463175554,0.0,1,1,4
8540946794,0.0,0,1,4
3260671459,0.0,1,1,4
5511522687,0.0,1,1,4
7225933812,0.0,1,1,4
9973267281,0.0,1,1,4
4902519125,1.0,1,1,4
2422995126,0.0,1,1,4
2764011037,1.0,1,1,4
1229057799,0.0,1,1,4
5489995289,0.0,1,1,4
1998097878,1.0,0,1,4
6025279345,0.0,1,1,4
2487119472,0.0,1,1,4
7955562566,0.0,1,1,4
5373890168,0.0,1,1,4
5449485614,0.0,1,1,4
6581882246,0.0,1,1,4
9568664366,0.0,1,1,4
4489754615,0.0,1,0,4
7442299181,1.0,1,1,4
6724414152,0.0,1,1,4
3535424654,0.0,0,1,4
1798185475,0.0,1,1,4
1440291623,1.0,0,1,4
4884216169,0.0,1,0,4
1838116247,0.0,0,0,2
9228116233,0.0,1,1,4
5936413151,0.0,1,1,4
7769459042,0.0,0,1,4
8931300972,0.0,1,1,4
8098697604,1.0,0,1,4
9745064088,0.0,0,1,4
2191396226,0.0,1,1,4
6177775040,1.0,1,1,4
1287191810,0.0,1,1,4
8812837743,1.0,1,1,5
5537661525,0.0,1,1,4
5741429746,1.0,1,0,2
4899445636,0.0,1,1,4
4645275853,0.0,1,1,5
3521134186,0.0,1,1,4
9137438176,0.0,1,1,4
9036331394,1.0,0,1,4
7044315204,0.0,1,1,4
8720349802,1.0,1,1,4
8143481783,0.0,1,1,4
8887062843,0.0,1,1,4
4004233755,0.0,1,1,4
7303163256,0.0,1,1,4
6374108329,1.0,1,1,4
1309607936,1.0,1,0,4
9467238896,0.0,1,1,4
5736208977,0.0,1,1,4
5445931408,0.0,1,1,4
4540051772,0.0,1,1,4
7659385387,1.0,0,1,4
1784191842,0.0,1,1,4
7372142755,0.0,1,1,4
9263351105,0.0,1,1,4
1497166208,0.0,1,1,4
8150642238,0.0,0,1,4
8460627016,0.0,1,1,4
2372935146,0.0,1,1,4
4850039402,0.0,1,1,4
4951166708,1.0,1,1,4
6124720801,1.0,1,1,4
5804388965,0.0,0,1,4
9148351638,0.0,1,1,4
4656510627,0.0,1,1,4
4738098277,0.0,1,1,4
9923610654,0.0,0,1,4
9661362272,0.0,1,1,4
3818103704,0.0,1,1,4
9465714466,0.0,1,1,4
4264763102,0.0,1,1,4
5018829972,1.0,1,1,4
1743432522,0.0,1,1,4
3023340127,0.0,1,1,4
5275535713,0.0,1,1,4
6240051417,0.0,1,1,4
7091985427,0.0,1,1,4
7961977516,0.0,1,1,4
6666930711,0.0,1,1,4
4740365226,0.0,1,1,4
4058888009,0.0,0,1,4
7076340710,0.0,1,1,4
7470733511,0.0,0,1,4
6488838004,0.0,1,1,4
6207451939,0.0,0,0,2
9767557484,0.0,1,1,4
7102879153,0.0,1,1,4
3080908054,1.0,0,1,4
1048099395,0.0,0,1,4
4226607694,0.0,0,1,4
5495666685,1.0,0,1,4
7337409978,0.0,1,1,4
6507014956,0.0,1,1,4
1181013496,0.0,0,1,4
4030617594,0.0,1,1,4
4883399518,1.0,1,1,4
9443631847,0.0,0,1,4
4581264233,0.0,1,1,4
3263728602,0.0,0,1,4
1616151767,0.0,1,1,4
9588203897,0.0,1,1,4
2003808034,0.0,1,1,4
9649964299,0.0,1,1,4
6680195461,1.0,0,1,4
9754677030,1.0,1,1,4
6055146943,0.0,1,1,4
3335172180,0.0,1,1,4
3631351360,0.0,1,1,4
7803964963,0.0,1,1,4
7459525133,0.0,1,1,4
9517700838,0.0,1,1,4
1546979501,0.0,0,0,2
3833162176,0.0,0,1,4
6480595561,0.0,1,1,4
7371265289,1.0,1,1,4
7598871262,0.0,1,1,4
3427309387,0.0,1,1,4
2648460353,0.0,1,1,4
9808214543,0.0,1,1,4
7875034267,0.0,1,1,5
6356967879,0.0,1,1,5
5657424461,0.0,1,1,4
3962836465,0.0,1,1,4
7526973171,0.0,1,1,4
1389690912,0.0,1,0,4
4429479218,1.0,0,1,4
8946883110,0.0,1,1,4
2037137184,1.0,0,0,4
3188570699,0.0,1,1,4
1910843118,0.0,0,1,4
8519412104,0.0,1,1,4
8834809018,0.0,1,1,4
1512042465,0.0,1,1,4
1909028856,0.0,1,1,4
8634554863,1.0,1,1,4
7222539877,1.0,0,0,4
2461249534,0.0,0,1,4
7108459544,0.0,1,1,4
4646477741,0.0,1,1,4
8155541862,0.0,1,1,4
5958277187,1.0,0,1,4
7472748908,0.0,1,1,4
1064638493,0.0,0,1,4
7278699629,0.0,1,1,4
5732259298,1.0,1,1,4
6572992960,0.0,0,0,2
9927346812,1.0,1,1,4
2562664921,1.0,1,1,4
1884909893,1.0,1,0,4
1295557792,0.0,1,1,4
7502458411,0.0,0,1,4
1647229846,1.0,1,1,4
2016018499,0.0,1,1,4
8258117248,0.0,1,1,4
9562149901,0.0,1,1,4
5618080444,0.0,1,1,4
1963789232,0.0,1,1,4
2623733104,0.0,1,1,4
9656418246,0.0,1,1,4
7349042414,0.0,1,1,5
6872355869,0.0,1,1,4
6527431008,0.0,1,1,4
1447788669,0.0,0,1,4
3950963431,1.0,1,1,4
4578202269,0.0,0,1,4
7054628663,0.0,0,1,4
2320175519,0.0,1,1,4
3602567513,1.0,0,1,4
6034981056,0.0,1,1,4
7377428334,1.0,0,1,4
3079511469,0.0,0,0,2
4042825054,0.0,1,1,4
7356239267,0.0,0,1,4
7331238292,1.0,0,0,2
9123965963,0.0,1,1,4
2901782279,0.0,1,1,5
3152634654,0.0,0,1,4
4337834140,0.0,0,1,4
1107199557,0.0,1,1,4
2201817874,0.0,1,1,4
7083488094,0.0,0,1,4
6366858080,0.0,1,1,4
5631408893,0.0,1,1,4
9972724218,0.0,0,1,4
1315659637,0.0,1,1,4
7366844365,0.0,0,1,4
2033348143,0.0,1,1,4
3200903086,0.0,1,1,4
5281600996,1.0,0,1,4
3431150888,0.0,1,1,4
2001759865,0.0,1,1,4
5849887456,0.0,1,1,4
1862148446,0.0,1,1,4
3460588992,1.0,1,1,4
6127719079,1.0,0,1,4
1424189176,0.0,1,1,4
2751143085,0.0,1,1,4
7336051313,0.0,1,1,4
2133314717,1.0,1,1,4
5115392371,0.0,1,1,4
5555593102,1.0,1,1,4
2258471198,0.0,1,1,4
5167938983,0.0,1,1,4
3561640239,0.0,0,1,4
4881579468,0.0,1,1,4
5816669626,0.0,1,1,4
5123229643,0.0,1,1,4
5340508208,0.0,1,1,4
6371585770,0.0,1,1,4
7546148851,0.0,1,1,4
7814589083,0.0,1,1,4
3030876671,0.0,1,1,4
3449899345,0.0,1,1,4
1361970426,0.0,1,1,4
2567699254,0.0,0,1,4
6406939440,0.0,1,1,4
2974664625,0.0,1,1,4
5574393088,0.0,0,0,4
5514618037,0.0,1,1,4
4883971352,0.0,1,1,4
4732601069,1.0,0,1,4
4908096316,1.0,0,1,4
6980434746,0.0,1,1,4
3282108906,0.0,0,1,4
5801463353,0.0,0,1,4
7962463991,1.0,1,1,4
5682976418,0.0,1,1,4
4116829921,0.0,0,0,2
8740760572,1.0,1,1,4
8714622022,0.0,0,1,4
1513646713,0.0,1,1,4
4437592008,0.0,1,1,4
6562772473,0.0,0,1,4
3331565180,0.0,1,1,4
5559702426,0.0,1,1,4
6181698436,0.0,1,1,4
9757571386,0.0,1,1,4
1283470047,0.0,1,1,4
6015554652,0.0,0,1,4
5371237857,0.0,1,1,4
1801624265,0.0,1,1,4
9013261149,0.0,1,1,4
4228136505,1.0,0,1,4
8387614970,1.0,1,1,4
7629417453,0.0,1,1,4
2010370470,1.0,1,1,4
7333394289,1.0,0,1,4
6013334660,0.0,1,1,4
6975724414,1.0,1,1,4
9666559145,0.0,0,0,4
3517910470,0.0,0,1,4
5381855882,1.0,1,1,4
1586610549,0.0,1,1,4
2455988976,0.0,0,1,4
8529623453,0.0,0,1,4
3391915571,0.0,1,1,4
8126857977,0.0,1,1,4
7970308274,0.0,1,1,4
9865454850,0.0,1,1,4
4609303188,0.0,1,1,4
3985669270,0.0,0,1,4
8686243541,0.0,0,1,4
1767540225,1.0,0,1,4
7134462308,1.0,1,1,4
7445827446,0.0,0,1,4
3419286937,0.0,1,1,5
6925828638,0.0,0,1,4
8484461796,0.0,1,1,4
2398603694,1.0,0,1,4
2436738636,0.0,1,1,4
7936361384,0.0,1,1,4
1959560917,1.0,1,1,4
2954902920,0.0,1,1,4
2893571939,0.0,0,1,4
5729162586,0.0,0,1,4
5253564370,0.0,1,1,4
5907430016,0.0,0,1,4
8716883625,0.0,1,1,4
7289370646,0.0,1,1,4
2956620293,0.0,1,1,5
4194649044,0.0,1,1,4
3955785772,0.0,1,1,4
1853627736,0.0,1,1,4
3738922495,0.0,0,1,4
2136127632,1.0,1,1,4
1777949145,0.0,0,1,4
5494601411,0.0,1,1,4
5527448981,0.0,0,1,4
7850063072,0.0,1,1,4
4792563816,0.0,1,1,4
1810034989,0.0,1,1,4
3778121349,1.0,1,1,4
1112017768,0.0,1,1,4
4431726673,0.0,1,0,2
8634797091,0.0,1,1,4
3107893674,1.0,1,1,4
6448249622,1.0,0,1,4
8000018034,1.0,0,1,4
6425890823,1.0,1,1,4
7228483529,1.0,0,1,4
9003357851,0.0,1,1,4
6617821797,0.0,1,1,4
5523890760,1.0,1,1,4
5843534196,0.0,0,1,4
7336338975,0.0,1,1,4
1670455912,1.0,1,1,4
7389317375,0.0,1,1,4
6851045436,0.0,1,1,4
3449728273,0.0,0,1,4
6386601342,0.0,1,1,4
4002692992,0.0,1,1,4
2257223953,0.0,1,1,4
1975138991,0.0,1,1,4
4974853726,0.0,1,1,4
7035285544,0.0,1,1,4
7073326976,1.0,1,1,4
7425803316,0.0,1,1,4
7959578837,0.0,0,1,4
5517830861,0.0,1,1,4
9164049071,0.0,1,1,4
4336726880,0.0,1,1,4
1892120669,0.0,1,1,4
8880381815,0.0,1,1,4
9442171425,0.0,1,1,4
2750363292,0.0,1,1,4
3913744037,0.0,1,1,4
5348003279,1.0,1,1,4
1288086652,0.0,1,1,4
4476235367,1.0,1,1,5
3298734294,1.0,1,1,4
5695084415,0.0,0,1,4
4350866554,0.0,1,1,4
3419190754,0.0,0,1,4
4497326671,0.0,1,1,4
9792719672,0.0,1,1,4
1921206894,0.0,1,1,4
6604669502,0.0,1,1,4
2373167024,0.0,0,1,4
3988203332,0.0,1,1,5
4847988237,1.0,1,0,2
5080754334,0.0,1,1,4
5898120995,0.0,1,1,4
5773051173,0.0,1,1,4
2746795632,0.0,1,0,4
2606114764,0.0,1,1,4
7210723238,0.0,1,1,4
1104389006,1.0,1,1,4
9845828614,1.0,1,1,4
3119988297,1.0,1,1,4
7483594912,0.0,1,1,4
2610695629,1.0,1,1,4
3601132624,0.0,1,1,4
9478427902,0.0,1,1,4
1707284761,1.0,1,0,4
3457818790,0.0,1,1,4
7038032168,0.0,1,1,4
6825768883,1.0,1,1,4
2246622383,0.0,1,1,4
1615532287,0.0,0,1,4
6540024121,0.0,1,1,4
3006045400,0.0,1,1,4
6819782604,0.0,1,0,2
9366636131,1.0,0,1,4
5709904884,0.0,0,1,4
2636722159,0.0,1,1,4
5733285355,1.0,1,1,4
2300851247,1.0,1,1,4
8550857009,0.0,1,1,4
5665931957,0.0,1,0,4
3054378668,0.0,1,1,4
8710405577,0.0,1,1,4
6674177866,0.0,0,1,4
9500422035,0.0,1,1,4
3096445519,0.0,1,1,4
4991604311,0.0,1,1,4
1557417067,0.0,1,1,4
3388645937,0.0,1,1,4
2451912502,0.0,1,1,4
4613150895,0.0,1,1,4
8239972608,1.0,1,1,4
2776111859,0.0,1,1,4
9921434346,0.0,1,1,4
1802377828,0.0,1,1,4
5212256963,0.0,0,1,4
5051613304,0.0,1,1,4
1800018025,0.0,1,1,4
6127043037,1.0,1,1,4
1581673854,0.0,1,1,4
9367555536,0.0,0,1,4
6587788348,0.0,0,1,4
7748166377,0.0,1,1,4
2412688377,0.0,0,0,2
1355461896,0.0,1,1,4
2772992716,0.0,0,0,4
5941788941,0.0,1,1,4
7899551322,0.0,1,1,4
2174427212,0.0,1,1,4
9254134796,0.0,0,1,4
8466486442,0.0,1,1,4
8379961584,0.0,1,1,4
6053141354,0.0,1,1,4
3596771176,0.0,1,1,4
3759423303,0.0,1,1,4
2172723080,1.0,1,1,4
8361684012,0.0,1,1,4
3785558347,0.0,1,1,4
9984848342,0.0,1,1,4
3276893093,1.0,1,1,4
8699204874,0.0,1,1,4
2017422091,0.0,1,1,4
9566466816,0.0,1,1,4
8419449580,1.0,1,1,5
3899747029,0.0,1,1,4
1121771521,0.0,1,1,4
1660359942,0.0,0,0,4
7064844459,1.0,1,1,4
7961003085,0.0,0,1,4
4712104880,0.0,0,0,2
2736962869,1.0,0,1,4
3940996743,0.0,1,0,2
2003490834,1.0,1,1,5
2704294846,1.0,0,1,4
8735273100,0.0,1,1,4
7079410217,1.0,1,1,4
9714859999,1.0,0,1,4
7469550321,0.0,1,1,4
4421592908,0.0,1,1,4
2269998618,0.0,1,1,4
5560444736,1.0,0,1,4
9386396081,0.0,1,1,4
2534163140,0.0,1,1,4
3483024126,0.0,0,1,4
5571509882,0.0,1,1,4
7989328264,0.0,1,1,4
2647495124,1.0,0,1,4
6240263090,1.0,1,0,2
3519636844,1.0,0,1,4
6408292681,0.0,1,1,4
3752805269,0.0,1,1,4
3061012163,1.0,1,1,4
8195370829,1.0,0,1,4
7258291810,0.0,0,1,4
5174506041,1.0,1,1,4
2182911230,0.0,0,1,4
3381094541,0.0,1,1,4
6766803957,0.0,1,1,4
7020135676,0.0,1,1,4
4906074010,0.0,1,0,4
8053556486,0.0,1,1,4
6348357419,0.0,1,1,4
3082010991,0.0,0,1,4
3902245778,0.0,0,1,4
7272279612,0.0,0,1,4
2894538443,0.0,1,0,4
3380009999,0.0,1,1,4
7743920692,0.0,1,1,4
6374813065,0.0,1,1,4
9045211188,0.0,1,0,4
8194919845,0.0,1,1,4
5418329969,0.0,1,1,4
9851390076,0.0,1,0,2
9255169851,1.0,1,1,4
8600102728,0.0,1,1,4
4110112364,0.0,1,1,4
8603630266,0.0,1,1,4
7381703622,0.0,1,1,4
1838953053,0.0,1,1,4
5134405695,0.0,1,1,4
3418297468,0.0,1,1,4
8210865312,0.0,1,1,4
1676546225,0.0,1,1,4
1932568661,0.0,1,1,4
3537152988,0.0,1,1,4
2158215982,0.0,1,1,4
3010231585,0.0,1,1,5
7581223009,1.0,1,1,4
3337427873,0.0,1,1,4
8451978998,0.0,1,1,4
3937976240,0.0,1,1,5
5530713621,0.0,0,1,4
7833101639,0.0,0,1,4
5217601507,0.0,1,1,4
4733088866,0.0,1,1,4
9900698075,0.0,0,1,4
3540597152,0.0,1,1,4
4650748452,1.0,1,1,4
2151915927,0.0,1,1,4
1661126978,0.0,1,1,4
6430736429,0.0,1,1,4
5626937841,0.0,1,1,4
7526661511,0.0,1,1,4
5339810676,0.0,1,1,4
8251050249,0.0,0,1,4
9448842124,0.0,1,1,4
2916310278,0.0,1,1,4
3751323480,0.0,1,1,4
5004213430,0.0,0,1,4
2535886983,0.0,0,1,4
6825205022,0.0,1,0,4
4447877474,0.0,1,1,4
9468184407,0.0,0,1,4
5979082957,0.0,1,1,4
4078124092,0.0,1,1,4
1733220813,0.0,1,1,4
4664935120,0.0,1,1,4
4212164517,0.0,1,1,5
1415981696,1.0,0,1,4
1649825327,0.0,0,1,4
4572113844,1.0,1,1,4
4724843699,0.0,1,1,4
6540127756,1.0,1,0,4
1464733109,0.0,1,1,4
2571797067,1.0,0,1,4
8145138919,1.0,1,1,5
1066585922,0.0,1,1,4
7268198319,0.0,0,1,4
8201813416,0.0,1,1,4
6166787811,0.0,0,1,4
9360194810,0.0,1,1,4
7812481370,0.0,1,1,4
9594494228,0.0,1,1,4
5494244789,0.0,0,1,4
6932669121,0.0,0,1,4
5570008040,0.0,1,1,4
1433787755,0.0,1,1,4
3997325567,0.0,1,0,2
4390479181,1.0,1,1,4
8638580379,0.0,1,0,4
2516578297,1.0,0,1,4
6298599815,0.0,1,1,4
8341793330,0.0,1,1,4
4954349033,0.0,1,1,4
8993973315,0.0,1,1,4
7503162837,0.0,0,1,4
7823111794,0.0,0,1,4
5413136059,1.0,0,1,4
9317300927,0.0,1,1,4
8609804338,0.0,1,1,4
7907830040,1.0,0,0,4
4178348652,0.0,1,1,4
1628091660,0.0,1,1,4
3390119816,0.0,0,1,4
1314735035,0.0,1,1,4
7312055154,0.0,1,1,4
1307595846,1.0,0,1,4
1931231157,0.0,1,1,4
1907063151,0.0,1,1,4
8615494905,0.0,1,1,4
1795159548,0.0,1,1,4
7330824170,0.0,1,1,4
4883396224,0.0,1,1,4
7088580488,0.0,1,1,4
1197328073,0.0,1,1,4
5755633864,0.0,1,1,4
4094268919,0.0,0,1,4
5610431323,0.0,1,1,4
8017301815,0.0,1,1,4
4032452127,0.0,0,1,4
4252440796,0.0,0,0,4
8100109588,0.0,1,1,4
4716039696,0.0,0,1,4
8948179644,0.0,1,1,4
9583895012,1.0,1,1,4
7614759494,0.0,1,1,4
2696051892,1.0,1,1,4
2583567580,0.0,1,1,4
7822001133,0.0,1,1,4
1648126910,0.0,1,1,4
5579357593,0.0,1,1,4
7624836270,0.0,1,1,4
5594363895,0.0,1,1,4
3814425270,0.0,1,1,4
4587521056,0.0,1,1,4
4166295326,0.0,0,1,4
1757809206,0.0,0,0,2
9945630480,0.0,1,1,4
8232732829,0.0,1,1,4
9981142125,1.0,1,1,4
4387253723,1.0,0,1,4
2105390081,0.0,1,0,2
8401108350,0.0,1,1,4
3743259894,0.0,1,1,4
3576021824,0.0,1,1,5
2972009047,0.0,1,0,2
5312329083,0.0,1,1,4
1006266651,0.0,1,1,4
8345153046,0.0,1,1,4
6059655032,0.0,1,1,4
3805746294,0.0,1,1,4
4869342318,0.0,1,1,4
6307005446,0.0,1,1,4
6848523196,0.0,0,0,2
9289420258,0.0,1,1,4
4540783923,0.0,1,1,4
7762100560,0.0,1,0,4
8237091184,0.0,1,1,5
