person_id_random,currentDate,loanStartDatesFirst,loanPaidDatesLast,payoffDays,paidOff,paidOffDuring30
2847751420,2015-08-19,2015-07-27,,23.0,0,0
8529623453,2015-08-19,2015-06-20,2015-07-11,21.0,1,0
2916310278,2015-08-19,2015-07-12,2015-07-23,11.0,1,0
5875230942,2015-08-19,2014-06-09,,436.0,0,1
7526973171,2015-08-19,2015-04-12,2015-04-27,15.0,1,0
4252440796,2015-08-19,2015-07-19,2015-08-10,22.0,1,0
2636722159,2015-08-19,2015-06-15,2015-06-29,14.0,1,0
8806418646,2015-08-19,2014-08-08,,376.0,0,1
2614224686,2015-08-19,2015-07-26,,24.0,0,0
5346231779,2015-08-19,2014-05-08,2014-05-21,13.0,1,0
1766763696,2015-08-19,2015-02-26,2015-02-28,2.0,1,0
1064638493,2015-08-19,2015-04-19,2015-05-13,24.0,1,0
5560444736,2015-08-19,2015-06-26,,54.0,0,1
1447788669,2015-08-19,2015-04-25,2015-05-08,13.0,1,0
5530713621,2015-08-19,2015-07-09,2015-07-28,19.0,1,0
5517270647,2015-08-19,2014-12-17,,245.0,0,1
1513646713,2015-08-19,2015-05-17,2015-05-25,8.0,1,0
5123229643,2015-08-19,2015-05-08,2015-05-24,16.0,1,0
6572992960,2015-08-19,2015-04-21,2015-04-26,5.0,1,0
9865454850,2015-08-19,2015-05-23,2015-06-07,15.0,1,0
7961003085,2015-08-19,2015-06-23,2015-06-27,4.0,1,0
1287191810,2015-08-19,2015-03-27,2015-04-07,11.0,1,0
5241853297,2015-08-19,2015-03-06,,166.0,0,1
2327560619,2015-08-19,2015-01-17,2015-02-03,17.0,1,0
9003357851,2015-08-19,2015-05-30,2015-06-06,7.0,1,0
4540783923,2015-08-19,2015-07-23,2015-08-14,22.0,1,0
2746795632,2015-08-19,2015-06-10,2015-06-21,11.0,1,0
2750363292,2015-08-19,2015-06-04,2015-06-28,24.0,1,0
8686243541,2015-08-19,2015-05-24,2015-06-14,21.0,1,0
6240263090,2015-08-19,2015-06-27,2015-07-08,11.0,1,0
6581882246,2015-08-19,2015-03-25,2015-03-31,6.0,1,0
2916523599,2015-08-19,2014-09-05,2014-09-30,25.0,1,0
5923715507,2015-08-19,2015-02-07,2015-08-18,192.0,1,1
9656418246,2015-08-19,2015-04-25,2015-05-08,13.0,1,0
2876398156,2015-08-19,2014-11-06,,286.0,0,1
8092607634,2015-08-19,2014-10-14,2014-10-25,11.0,1,0
8540946794,2015-08-19,2015-03-20,2015-04-08,19.0,1,0
6297081953,2015-08-19,2014-08-11,,373.0,0,1
6386601342,2015-08-19,2015-06-01,2015-06-17,16.0,1,0
6666930711,2015-08-19,2015-05-21,2015-06-11,21.0,1,0
8740760572,2015-08-19,2015-05-19,2015-05-27,8.0,1,0
1090396622,2015-08-19,2014-08-21,,363.0,0,1
9478427902,2015-08-19,2015-06-12,2015-06-25,13.0,1,0
7038032168,2015-08-19,2015-06-13,2015-06-29,16.0,1,0
5167938983,2015-08-19,2015-05-07,2015-05-11,4.0,1,0
7372142755,2015-08-19,2015-03-29,2015-04-02,4.0,1,0
2795350446,2015-08-19,2015-02-05,2015-02-25,20.0,1,0
4390479181,2015-08-19,2015-07-15,2015-07-28,13.0,1,0
8379961584,2015-08-19,2015-06-21,2015-06-29,8.0,1,0
1180207250,2015-08-19,2014-11-11,,281.0,0,1
4650748452,2015-08-19,2015-07-16,2015-07-28,12.0,1,0
1963789232,2015-08-19,2015-04-27,,114.0,0,1
9666559145,2015-08-19,2015-05-22,2015-06-12,21.0,1,0
2901782279,2015-08-19,2015-05-02,2015-05-23,21.0,1,0
3200903086,2015-08-19,2015-04-30,,111.0,0,1
1177471131,2015-08-19,2014-08-19,,365.0,0,1
6766803957,2015-08-19,2015-06-29,2015-08-02,34.0,1,1
7691808756,2015-08-19,2015-02-17,,183.0,0,1
5255086303,2015-08-19,2014-10-22,2014-11-05,14.0,1,0
3290581266,2015-08-19,2015-03-07,2015-03-31,24.0,1,0
3939663286,2015-08-19,2014-09-25,2014-10-15,20.0,1,0
5248964653,2015-08-19,2014-11-07,,285.0,0,1
4431726673,2015-08-19,2015-05-28,,83.0,0,1
8425972319,2015-08-19,2014-08-15,,369.0,0,1
5521864872,2015-08-19,2014-07-15,,400.0,0,1
